word,ipa,index,clusterID
newspapers,ˈn u z ˌp e ɪ p ɝ z,4555,519
editor,"ˈɛ d ə t ɝ ,",4556,519
weekly,ˈw i k ɫ i,4557,519
papers,ˈp e ɪ p ɝ z,4558,519
publication,ˌp ə b ɫ ɪ ˈk e ɪ ʃ ə n,4559,519
articles,"ˈɑ ɹ t ə k ə ɫ z ,",4560,519
publishing,ˈp ə b ɫ ɪ ʃ ɪ ŋ,4561,519
publisher,ˈp ə b ɫ ɪ ʃ ɝ,4562,519
publications,ˌp ə b ɫ ɪ ˈk e ɪ ʃ ə n z,4563,519
magazines,ˈm æ ɡ ə ˌz i n z,4564,519
publish,ˈp ə b ɫ ɪ ʃ,4565,519
publishers,ˈp ə b ɫ ɪ ʃ ɝ z,4566,519
journals,ˈd ʒ ɝ n ə ɫ z,4567,519
agreed,ə ˈɡ ɹ i d,4568,30
agree,ə ˈɡ ɹ i,4569,30
agreeing,ə ˈɡ ɹ i ɪ ŋ,4570,30
summer,ˈs ə m ɝ,4571,302
spring,"ˈs p ɹ ɪ ŋ ,",4572,302
winter,ˈw ɪ n t ɝ,4573,302
autumn,ˈɔ t ə m,4574,302
reached,ˈɹ i t ʃ t,4575,368
toward,"ˈt ɔ ɹ d ,",4576,368
reach,ˈɹ i t ʃ,4577,368
hopes,ˈh o ʊ p s,4578,368
towards,"ˈt ɔ ɹ d z ,",4579,368
worldwide,ˈw ɝ ɫ d ˈw a ɪ d,4580,368
closer,"ˈk ɫ o ʊ s ɝ ,",4581,368
bringing,ˈb ɹ ɪ ŋ ɪ ŋ,4582,368
reaching,ˈɹ i t ʃ ɪ ŋ,4583,368
path,ˈp æ θ,4584,368
nationwide,ˈn e ɪ ʃ ə n ˈw a ɪ d,4585,368
heading,ˈh ɛ d ɪ ŋ,4586,368
deliver,d ɪ ˈɫ ɪ v ɝ,4587,368
striking,ˈs t ɹ a ɪ k ɪ ŋ,4588,368
continent,ˈk ɑ n t ə n ə n t,4589,368
multi,ˈm ə ɫ t i,4590,368
lasting,ˈɫ æ s t ɪ ŋ,4591,368
hunger,ˈh ə ŋ ɡ ɝ,4592,368
deeper,ˈd i p ɝ,4593,368
millennium,m ə ˈɫ ɛ n i ə m,4594,368
quest,ˈk w ɛ s t,4595,368
approaching,ə ˈp ɹ o ʊ t ʃ ɪ ŋ,4596,368
delivering,d ɪ ˈɫ ɪ v ɝ ɪ ŋ,4597,368
horizon,h ɝ ˈa ɪ z ə n,4598,368
sunshine,ˈs ə n ˌʃ a ɪ n,4599,368
goodwill,ˈɡ ʊ d ˈw ɪ ɫ,4600,368
milestone,ˈm a ɪ ɫ ˌs t o ʊ n,4601,368
embarked,ɛ m ˈb ɑ ɹ k t,4602,368
star,ˈs t ɑ ɹ,4603,792
michael,ˈm a ɪ k ə ɫ,4604,792
mark,ˈm ɑ ɹ k,4605,792
paul,ˈp ɔ ɫ,4606,792
williams,ˈw ɪ ɫ j ə m z,4607,792
martin,"ˈm ɑ ɹ t ə n ,",4608,792
captain,ˈk æ p t ə n,4609,792
van,ˈv æ n,4610,792
mike,ˈm a ɪ k,4611,792
tom,ˈt ɑ m,4612,792
fellow,ˈf ɛ ɫ o ʊ,4613,792
bob,ˈb ɑ b,4614,792
steve,ˈs t i v,4615,792
joe,ˈd ʒ o ʊ,4616,792
jim,ˈd ʒ ɪ m,4617,792
tony,ˈt o ʊ n i,4618,792
chris,ˈk ɹ ɪ s,4619,792
veteran,"ˈv ɛ t ɝ ə n ,",4620,792
ben,ˈb ɛ n,4621,792
brian,ˈb ɹ a ɪ ə n,4622,792
kevin,ˈk ɛ v ɪ n,4623,792
dan,ˈd æ n,4624,792
tim,ˈt ɪ m,4625,792
jeff,ˈd ʒ ɛ f,4626,792
don,ˈd ɑ n,4627,792
eric,ˈɛ ɹ ɪ k,4628,792
gary,"ˈɡ æ ɹ i ,",4629,792
ryan,ˈɹ a ɪ ə n,4630,792
roger,ˈɹ ɑ d ʒ ɝ,4631,792
jason,ˈd ʒ e ɪ s ə n,4632,792
boss,"ˈb ɑ s ,",4633,792
alex,ˈæ ɫ ə k s,4634,792
larry,ˈɫ ɛ ɹ i,4635,792
adam,ˈæ d ə m,4636,792
dave,ˈd e ɪ v,4637,792
matt,ˈm æ t,4638,792
jerry,ˈd ʒ ɛ ɹ i,4639,792
phil,ˈf ɪ ɫ,4640,792
carl,ˈk ɑ ɹ ɫ,4641,792
ron,ˈɹ ɑ n,4642,792
wayne,ˈw e ɪ n,4643,792
jimmy,ˈd ʒ ɪ m i,4644,792
nick,ˈn ɪ k,4645,792
ken,ˈk ɛ n,4646,792
roy,ˈɹ ɔ ɪ,4647,792
terry,ˈt ɛ ɹ i,4648,792
greg,ˈɡ ɹ ɛ ɡ,4649,792
craig,ˈk ɹ e ɪ ɡ,4650,792
pat,ˈp æ t,4651,792
billy,ˈb ɪ ɫ i,4652,792
jay,ˈd ʒ e ɪ,4653,792
ian,ˈi ə n,4654,792
bobby,ˈb ɑ b i,4655,792
robin,"ˈɹ ɑ b ə n ,",4656,792
charlie,ˈt ʃ ɑ ɹ ɫ i,4657,792
todd,ˈt ɑ d,4658,792
max,ˈm æ k s,4659,792
johnny,ˈd ʒ ɑ n i,4660,792
referee,ˌɹ ɛ f ɝ ˈi,4661,792
pete,ˈp i t,4662,792
teammates,ˈt i m ˌm e ɪ t s,4663,792
jon,ˈd ʒ ɑ n,4664,792
sean,ˈʃ ɔ n,4665,792
bryant,ˈb ɹ a ɪ ə n t,4666,792
teammate,ˈt i ˌm e ɪ t,4667,792
tommy,ˈt ɑ m i,4668,792
rob,ˈɹ ɑ b,4669,792
ted,ˈt ɛ d,4670,792
eddie,ˈɛ d i,4671,792
danny,ˈd æ n i,4672,792
ferguson,ˈf ɝ ɡ ə s ə n,4673,792
andre,ˈɑ n ˌd ɹ e ɪ,4674,792
aaron,ˈɛ ɹ ə n,4675,792
brad,ˈb ɹ æ d,4676,792
glenn,ˈɡ ɫ ɛ n,4677,792
neil,ˈn i ɫ,4678,792
doug,ˈd ə ɡ,4679,792
troy,ˈt ɹ ɔ ɪ,4680,792
trainer,ˈt ɹ e ɪ n ɝ,4681,792
blake,ˈb ɫ e ɪ k,4682,792
justin,"ˈd ʒ ə s t ə n ,",4683,792
chuck,ˈt ʃ ə k,4684,792
rod,ˈɹ ɑ d,4685,792
randy,ˈɹ æ n d i,4686,792
marcus,ˈm ɑ ɹ k ə s,4687,792
bryan,ˈb ɹ a ɪ ə n,4688,792
casey,ˈk e ɪ s i,4689,792
o'brien,o ʊ ˈb ɹ a ɪ ɪ n,4690,792
luke,ˈɫ u k,4691,792
jamie,ˈd ʒ e ɪ m i,4692,792
o'neal,o ʊ ˈn i ɫ,4693,792
dale,ˈd e ɪ ɫ,4694,792
ace,ˈe ɪ s,4695,792
o'neill,o ʊ ˈn i ɫ,4696,792
lucas,ˈɫ u k ə s,4697,792
josh,ˈd ʒ ɑ ʃ,4698,792
jeremy,ˈd ʒ ɛ ɹ ə ˌm i,4699,792
lance,ˈɫ æ n s,4700,792
kenny,ˈk ɛ ˌn i,4701,792
derek,ˈd ɛ ɹ ɪ k,4702,792
willie,ˈw ɪ ɫ i,4703,792
shane,ˈʃ e ɪ n,4704,792
skipper,ˈs k ɪ p ɝ,4705,792
adrian,ˈe ɪ d ɹ i ə n,4706,792
brett,ˈb ɹ ɛ t,4707,792
ryder,ˈɹ a ɪ d ɝ,4708,792
wagner,"ˈv ɑ ɡ n ɝ ,",4709,792
tracy,ˈt ɹ e ɪ s i,4710,792
lou,ˈɫ u,4711,792
floyd,ˈf ɫ ɔ ɪ d,4712,792
kirk,ˈk ɝ k,4713,792
ricky,ˈɹ ɪ ˌk i,4714,792
kurt,ˈk ɝ t,4715,792
roland,ˈɹ o ʊ ɫ ə n d,4716,792
darren,ˈd ɑ ɹ ə n,4717,792
kyle,ˈk a ɪ ɫ,4718,792
buddy,ˈb ə d i,4719,792
umpire,ˈə m ˌp a ɪ ɝ,4720,792
denis,ˈd ɛ n ɪ s,4721,792
beck,ˈb ɛ k,4722,792
malone,m ə ˈɫ o ʊ n,4723,792
investors,ˌɪ n ˈv ɛ s t ɝ z,4724,235
sold,ˈs o ʊ ɫ d,4725,235
buy,ˈb a ɪ,4726,235
banks,ˈb æ ŋ k s,4727,235
commercial,k ə ˈm ɝ ʃ ə ɫ,4728,235
sell,ˈs ɛ ɫ,4729,235
selling,ˈs ɛ ɫ ɪ ŋ,4730,235
sale,ˈs e ɪ ɫ,4731,235
customers,ˈk ə s t ə m ɝ z,4732,235
consumers,k ə n ˈs u m ɝ z,4733,235
executives,ɪ ɡ ˈz ɛ k j ə t ɪ v z,4734,235
buying,ˈb a ɪ ɪ ŋ,4735,235
owners,ˈo ʊ n ɝ z,4736,235
dealers,ˈd i ɫ ɝ z,4737,235
manufacturers,ˌm æ n j ə ˈf æ k t ʃ ɝ ɝ z,4738,235
managers,"ˈm æ n ə d ʒ ɝ z ,",4739,235
mortgage,"ˈm ɔ ɹ ɡ ə d ʒ ,",4740,235
makers,ˈm e ɪ k ɝ z,4741,235
customer,ˈk ə s t ə m ɝ,4742,235
auction,"ˈɑ k ʃ ə n ,",4743,235
buyers,ˈb a ɪ ɝ z,4744,235
competitors,"k ə m ˈp ɛ t ə t ɝ z ,",4745,235
regulators,ˈɹ ɛ ɡ j ə ˌɫ e ɪ t ɝ z,4746,235
operators,"ˈɑ p ɝ ˌe ɪ t ɝ z ,",4747,235
dealer,ˈd i ɫ ɝ,4748,235
institutional,ˌɪ n s t ɪ ˈt u ʃ ə n ə ɫ,4749,235
purchases,"ˈp ɝ t ʃ ə s ə z ,",4750,235
bankers,ˈb æ ŋ k ɝ z,4751,235
purchasing,ˈp ɝ t ʃ ə s ɪ ŋ,4752,235
contractors,ˈk ɑ n ˌt ɹ æ k t ɝ z,4753,235
investing,ˌɪ n ˈv ɛ s t ɪ ŋ,4754,235
lucrative,ˈɫ u k ɹ ə t ɪ v,4755,235
brokers,ˈb ɹ o ʊ k ɝ z,4756,235
bargain,"ˈb ɑ ɹ ɡ ə n ,",4757,235
suppliers,s ə ˈp ɫ a ɪ ɝ z,4758,235
lenders,ˈɫ ɛ n d ɝ z,4759,235
buyer,ˈb a ɪ ɝ,4760,235
insurers,ˌɪ n ˈʃ ʊ ɹ ɝ z,4761,235
creditors,ˈk ɹ ɛ d ɪ t ɝ z,4762,235
sellers,ˈs ɛ ɫ ɝ z,4763,235
merchants,ˈm ɝ t ʃ ə n t s,4764,235
betting,ˈb ɛ t ɪ ŋ,4765,235
seller,ˈs ɛ ɫ ɝ,4766,235
entrepreneurs,ˌɑ n t ɹ ə p ɹ ə ˈn ɝ z,4767,235
homeowners,ˈh o ʊ ˌm o ʊ n ɝ z,4768,235
vendors,ˈv ɛ n d ɝ z,4769,235
prospective,p ɹ ə ˈs p ɛ k t ɪ v,4770,235
signed,ˈs a ɪ n d,4771,807
sign,ˈs a ɪ n,4772,807
signing,ˈs a ɪ n ɪ ŋ,4773,807
art,ˈɑ ɹ t,4774,706
works,ˈw ɝ k s,4775,706
museum,"ˈm j u z i ə m ,",4776,706
collection,k ə ˈɫ ɛ k ʃ ə n,4777,706
exhibition,ˌɛ k s ə ˈb ɪ ʃ ə n,4778,706
gallery,ˈɡ æ ɫ ɝ i,4779,706
paintings,ˈp e ɪ n t ɪ ŋ z,4780,706
collections,k ə ˈɫ ɛ k ʃ ə n z,4781,706
exhibit,ɪ ɡ ˈz ɪ b ɪ t,4782,706
museums,"ˈm j u z i ə m z ,",4783,706
sculpture,ˈs k ə ɫ p t ʃ ɝ,4784,706
archives,ˈɑ ɹ ˌk a ɪ v z,4785,706
exhibitions,ˌɛ k s ə ˈb ɪ ʃ ə n z,4786,706
archaeological,ˌɑ ɹ k i ə ˈɫ ɑ d ʒ ɪ k ə ɫ,4787,706
drawings,ˈd ɹ ɔ ɪ ŋ z,4788,706
artifacts,ˈɑ ɹ t ə ˌf æ k t s,4789,706
exhibits,ɪ ɡ ˈz ɪ b ə t s,4790,706
exhibited,ɪ ɡ ˈz ɪ b ə t ə d,4791,706
collector,k ə ˈɫ ɛ k t ɝ,4792,706
gold,ˈɡ o ʊ ɫ d,4793,230
olympic,o ʊ ˈɫ ɪ m p ɪ k,4794,230
olympics,o ʊ ˈɫ ɪ m p ɪ k s,4795,230
silver,ˈs ɪ ɫ v ɝ,4796,230
bronze,ˈb ɹ ɑ n z,4797,230
instead,ˌɪ n ˈs t ɛ d,4798,859
giving,ˈɡ ɪ v ɪ ŋ,4799,859
hands,"ˈh æ n d z ,",4800,859
holding,ˈh o ʊ ɫ d ɪ ŋ,4801,859
stopped,ˈs t ɑ p t,4802,859
setting,ˈs ɛ t ɪ ŋ,4803,859
trouble,ˈt ɹ ə b ə ɫ,4804,859
putting,"ˈp ə t ɪ ŋ ,",4805,859
handed,"ˈh æ n d ə d ,",4806,859
turning,ˈt ɝ n ɪ ŋ,4807,859
considering,k ə n ˈs ɪ d ɝ ɪ ŋ,4808,859
pushed,ˈp ʊ ʃ t,4809,859
breaking,ˈb ɹ e ɪ k ɪ ŋ,4810,859
pushing,ˈp ʊ ʃ ɪ ŋ,4811,859
besides,"ˌb i ˈs a ɪ d z ,",4812,859
drawing,ˈd ɹ ɔ ɪ ŋ,4813,859
forcing,ˈf ɔ ɹ s ɪ ŋ,4814,859
busy,ˈb ɪ z i,4815,859
stops,ˈs t ɑ p s,4816,859
pulling,ˈp ʊ ɫ ɪ ŋ,4817,859
placing,ˈp ɫ e ɪ s ɪ ŋ,4818,859
controlling,k ə n ˈt ɹ o ʊ ɫ ɪ ŋ,4819,859
collecting,k ə ˈɫ ɛ k t ɪ ŋ,4820,859
letting,ˈɫ ɛ t ɪ ŋ,4821,859
charging,ˈt ʃ ɑ ɹ d ʒ ɪ ŋ,4822,859
stepping,ˈs t ɛ p ɪ ŋ,4823,859
filling,ˈf ɪ ɫ ɪ ŋ,4824,859
clearing,ˈk ɫ ɪ ɹ ɪ ŋ,4825,859
checking,ˈt ʃ ɛ k ɪ ŋ,4826,859
catching,ˈk æ t ʃ ɪ ŋ,4827,859
handing,ˈh æ n d ɪ ŋ,4828,859
fixing,ˈf ɪ k s ɪ ŋ,4829,859
sticking,ˈs t ɪ k ɪ ŋ,4830,859
freezing,ˈf ɹ i z ɪ ŋ,4831,859
withdrawing,"w ɪ ð ˈd ɹ ɔ ɪ ŋ ,",4832,859
canada,ˈk æ n ə d ə,4833,97
canadian,k ə ˈn e ɪ d i ə n,4834,97
columbia,k ə ˈɫ ə m b i ə,4835,97
ontario,ɑ n ˈt ɛ ɹ i o ʊ,4836,97
quebec,k w ə ˈb ɛ k,4837,97
nova,ˈn o ʊ v ə,4838,97
alberta,æ ɫ ˈb ɝ t ə,4839,97
available,ə ˈv e ɪ ɫ ə b ə ɫ,4840,412
internet,ˈɪ n t ɝ ˌn ɛ t,4841,412
computer,k ə m ˈp j u t ɝ,4842,412
video,ˈv ɪ d i o ʊ,4843,412
web,ˈw ɛ b,4844,412
online,ˈɔ n ˌɫ a ɪ n,4845,412
software,"ˈs ɔ f ˌw ɛ ɹ ,",4846,412
microsoft,ˈm a ɪ ˌk ɹ o ʊ ˈs ɔ f t,4847,412
digital,"ˈd ɪ d ʒ ə t ə ɫ ,",4848,412
windows,ˈw ɪ n d o ʊ z,4849,412
electronic,ˌɪ ˌɫ ɛ k ˈt ɹ ɑ n ɪ k,4850,412
website,ˈw ɛ b ˌs a ɪ t,4851,412
content,"ˈk ɑ n t ɛ n t ,",4852,412
computers,k ə m ˈp j u t ɝ z,4853,412
format,ˈf ɔ ɹ ˌm æ t,4854,412
google,ˈɡ u ɡ ə ɫ,4855,412
videos,ˈv ɪ d i o ʊ z,4856,412
pc,ˈp i ˈs i,4857,412
mac,ˈm æ k,4858,412
virtual,ˈv ɝ t ʃ u ə ɫ,4859,412
database,"ˈd æ t ə ˌb e ɪ s ,",4860,412
yahoo,ˈj ɑ ˌh u,4861,412
instant,ˈɪ n s t ə n t,4862,412
interactive,"ˌɪ n ɝ ˈæ k t ɪ v ,",4863,412
aol,"ˈe ɪ ˈo ʊ ˈɛ ɫ ,",4864,412
server,ˈs ɝ v ɝ,4865,412
viewing,ˈv j u ɪ ŋ,4866,412
gaming,ˈɡ e ɪ m ɪ ŋ,4867,412
facebook,ˈf e ɪ s ˌb ʊ k,4868,412
download,ˈd a ʊ n ˌɫ o ʊ d,4869,412
youtube,ˈj u t ˌj u b,4870,412
amazon,ˈæ m ə ˌz ɑ n,4871,412
computing,k ə m ˈp j u t ɪ ŋ,4872,412
chat,ˈt ʃ æ t,4873,412
networking,ˈn ɛ t ˌw ɝ k ɪ ŋ,4874,412
click,ˈk ɫ ɪ k,4875,412
multimedia,"ˌm ə ɫ t a ɪ ˈm i d i ə ,",4876,412
websites,ˈw ɛ b ˌs a ɪ t s,4877,412
drug,ˈd ɹ ə ɡ,4878,436
drugs,ˈd ɹ ə ɡ z,4879,436
alcohol,ˈæ ɫ k ə ˌh ɑ ɫ,4880,436
cocaine,k o ʊ ˈk e ɪ n,4881,436
fda,ˌɛ f ˌd i ˈe ɪ,4882,436
substance,ˈs ə b s t ə n s,4883,436
marijuana,ˌm ɛ ɹ ə ˈw ɑ n ə,4884,436
heroin,ˈh ɛ ɹ o ʊ ə n,4885,436
prescription,p ɹ ə s ˈk ɹ ɪ p ʃ ə n,4886,436
lethal,ˈɫ i θ ə ɫ,4887,436
medicines,ˈm ɛ d ə s ə n z,4888,436
substances,"ˈs ə b s t ə n s ə z ,",4889,436
narcotics,n ɑ ɹ ˈk ɑ t ɪ k s,4890,436
dose,ˈd o ʊ s,4891,436
involved,ˌɪ n ˈv ɑ ɫ v d,4892,15
related,"ˌɹ i ˈɫ e ɪ t ɪ d ,",4893,15
activities,"æ k ˈt ɪ v ə t i z ,",4894,15
responsible,ɹ i ˈs p ɑ n s ə b ə ɫ,4895,15
active,ˈæ k t ɪ v,4896,15
incident,ˈɪ n s ə d ə n t,4897,15
activity,"æ k ˈt ɪ v ə t i ,",4898,15
actions,ˈæ k ʃ ə n z,4899,15
linked,ˈɫ ɪ ŋ k t,4900,15
organized,ˈɔ ɹ ɡ ə ˌn a ɪ z d,4901,15
involving,ˌɪ n ˈv ɑ ɫ v ɪ ŋ,4902,15
acts,"ˈæ k s ,",4903,15
conduct,"ˈk ɑ n d ə k t ,",4904,15
involvement,ˌɪ n ˈv ɑ ɫ v m ə n t,4905,15
engaged,ɛ n ˈɡ e ɪ d ʒ d,4906,15
participation,p ɑ ɹ ˌt ɪ s ə ˈp e ɪ ʃ ə n,4907,15
participated,p ɑ ɹ ˈt ɪ s ə ˌp e ɪ t ɪ d,4908,15
incidents,ˈɪ n s ə d ə n t s,4909,15
participating,p ɑ ɹ ˈt ɪ s ə ˌp e ɪ t ɪ ŋ,4910,15
involves,ˌɪ n ˈv ɑ ɫ v z,4911,15
involve,ˌɪ n ˈv ɑ ɫ v,4912,15
conducting,k ə n ˈd ə k t ɪ ŋ,4913,15
actively,ˈæ k t ɪ v ɫ i,4914,15
organizing,ˈɔ ɹ ɡ ə ˌn a ɪ z ɪ ŋ,4915,15
initiated,"ˌɪ ˈn ɪ ʃ i ˌe ɪ t ə d ,",4916,15
coordinated,k o ʊ ˈɔ ɹ d ə n e ɪ t ɪ d,4917,15
engaging,ɛ n ˈɡ e ɪ d ʒ ɪ ŋ,4918,15
cooperating,k o ʊ ˈɑ p ɝ ˌe ɪ t ɪ ŋ,4919,15
los,"ˈɫ o ʊ s ,",4920,944
angeles,ˈæ n d ʒ ə ɫ ɪ s,4921,944
trails,ˈt ɹ e ɪ ɫ z,4922,224
trial,"ˈt ɹ a ɪ ə ɫ ,",4923,553
hearing,ˈh i ɹ ɪ ŋ,4924,553
jury,ˈd ʒ ʊ ɹ i,4925,553
testimony,ˈt ɛ s t ə ˌm o ʊ n i,4926,553
simpson,ˈs ɪ m p s ə n,4927,553
prosecution,ˌp ɹ ɑ s ə k ˈj u ʃ ə n,4928,553
testified,ˈt ɛ s t ə ˌf a ɪ d,4929,553
questioning,ˈk w ɛ s t ʃ ə n ɪ ŋ,4930,553
defendants,d ɪ ˈf ɛ n d ə n t s,4931,553
plea,ˈp ɫ i,4932,553
jurors,ˈd ʒ ʊ ɹ ɝ z,4933,553
testify,ˈt ɛ s t ə ˌf a ɪ,4934,553
defendant,d ɪ ˈf ɛ n d ə n t,4935,553
courtroom,ˈk ɔ ɹ ˌt ɹ u m,4936,553
sentencing,ˈs ɛ n t ə n s ɪ ŋ,4937,553
met,ˈm ɛ t,4938,855
premier,"p ɹ ɛ ˈm ɪ ɹ ,",4939,855
cabinet,"ˈk æ b ə n ə t ,",4940,855
blair,ˈb ɫ ɛ ɹ,4941,855
welcomed,ˈw ɛ ɫ k ə m d,4942,855
chirac,ʃ ɪ ˈɹ æ k,4943,855
counterpart,ˈk a ʊ n t ɝ ˌp ɑ ɹ t,4944,855
reiterated,ɹ i ˈɪ t ɝ ˌe ɪ t ɪ d,4945,855
predecessor,ˈp ɹ ɛ d ə ˌs ɛ s ɝ,4946,855
berlusconi,ˌb ɝ ɫ ə ˈs k o ʊ n i,4947,855
merkel,ˈm ɝ k ə ɫ,4948,855
outgoing,ˈa ʊ t ˌɡ o ʊ ɪ ŋ,4949,855
straw,ˈs t ɹ ɔ,4950,855
mahathir,"ˈm æ h ə θ ɝ ,",4951,855
mbeki,"ˈm b ɛ k i ,",4952,855
solana,s o ʊ ˈɫ æ n ə,4953,855
khatami,k ə ˈt ɑ m i,4954,855
prodi,ˈp ɹ o ʊ d i,4955,855
abe,ˈe ɪ b,4956,855
thanked,ˈθ æ ŋ k t,4957,855
relations,ɹ i ˈɫ e ɪ ʃ ə n z,4958,441
cooperation,"ˌk w ɑ p ɝ ˈe ɪ ʃ ə n ,",4959,441
ties,ˈt a ɪ z,4960,441
diplomatic,ˌd ɪ p ɫ ə ˈm æ t ɪ k,4961,441
bilateral,b a ɪ ˈɫ æ t ɝ ə ɫ,4962,441
friendship,"ˈf ɹ ɛ n d ʃ ɪ p ,",4963,441
strained,ˈs t ɹ e ɪ n d,4964,441
sino,ˈs a ɪ n o ʊ,4965,441
song,ˈs ɔ ŋ,4966,37
songs,ˈs ɔ ŋ z,4967,37
singing,ˈs ɪ ŋ ɪ ŋ,4968,37
lyrics,ˈɫ ɪ ɹ ɪ k s,4969,37
sing,ˈs ɪ ŋ,4970,37
sang,ˈs æ ŋ,4971,37
sung,ˈs ə ŋ,4972,37
tune,ˈt u n,4973,37
chorus,ˈk ɔ ɹ ə s,4974,37
anthem,ˈæ n θ ə m,4975,37
vi,"ˈv a ɪ ,",4976,799
hand,ˈh æ n d,4977,527
wide,ˈw a ɪ d,4978,527
double,ˈd ə b ə ɫ,4979,527
cover,ˈk ə v ɝ,4980,527
placed,ˈp ɫ e ɪ s t,4981,527
heads,ˈh ɛ d z,4982,527
onto,"ˈɑ n t u ,",4983,527
edge,ˈɛ d ʒ,4984,527
pulled,ˈp ʊ ɫ d,4985,527
bottom,ˈb ɑ t ə m,4986,527
golden,ˈɡ o ʊ ɫ d ə n,4987,527
pair,ˈp ɛ ɹ,4988,527
apart,ə ˈp ɑ ɹ t,4989,527
ring,ˈɹ ɪ ŋ,4990,527
pull,ˈp ʊ ɫ,4991,527
flat,ˈf ɫ æ t,4992,527
shape,ˈʃ e ɪ p,4993,527
tight,ˈt a ɪ t,4994,527
tiny,ˈt a ɪ n i,4995,527
roll,ˈɹ o ʊ ɫ,4996,527
cap,ˈk æ p,4997,527
plastic,ˈp ɫ æ s t ɪ k,4998,527
narrow,"ˈn æ ɹ o ʊ ,",4999,527
shell,ˈʃ ɛ ɫ,5000,527
circle,ˈs ɝ k ə ɫ,5001,527
plate,ˈp ɫ e ɪ t,5002,527
attached,ə ˈt æ t ʃ t,5003,527
bars,ˈb ɑ ɹ z,5004,527
stick,ˈs t ɪ k,5005,527
rear,ˈɹ ɪ ɹ,5006,527
thin,ˈθ ɪ n,5007,527
rolling,ˈɹ o ʊ ɫ ɪ ŋ,5008,527
bag,ˈb æ ɡ,5009,527
wire,"ˈw a ɪ ɝ ,",5010,527
clay,ˈk ɫ e ɪ,5011,527
swing,ˈs w ɪ ŋ,5012,527
frame,ˈf ɹ e ɪ m,5013,527
clock,ˈk ɫ ɑ k,5014,527
rough,ˈɹ ə f,5015,527
stuck,ˈs t ə k,5016,527
belt,ˈb ɛ ɫ t,5017,527
tip,ˈt ɪ p,5018,527
loose,ˈɫ u s,5019,527
pack,ˈp æ k,5020,527
crack,ˈk ɹ æ k,5021,527
smooth,ˈs m u ð,5022,527
locked,ˈɫ ɑ k t,5023,527
plain,ˈp ɫ e ɪ n,5024,527
rubber,ˈɹ ə b ɝ,5025,527
hanging,"ˈh æ ŋ ɡ ɪ ŋ ,",5026,527
backs,ˈb æ k s,5027,527
shield,ˈʃ i ɫ d,5028,527
hung,ˈh ə ŋ,5029,527
seal,ˈs i ɫ,5030,527
rolled,ˈɹ o ʊ ɫ d,5031,527
spin,ˈs p ɪ n,5032,527
shaped,ˈʃ e ɪ p t,5033,527
pocket,ˈp ɑ k ə t,5034,527
topped,ˈt ɑ p t,5035,527
slip,ˈs ɫ ɪ p,5036,527
lock,ˈɫ ɑ k,5037,527
wrapped,ˈɹ æ p t,5038,527
fake,ˈf e ɪ k,5039,527
sized,ˈs a ɪ z d,5040,527
mirror,ˈm ɪ ɹ ɝ,5041,527
mini,ˈm ɪ n i,5042,527
wet,ˈw ɛ t,5043,527
caps,ˈk æ p s,5044,527
pen,ˈp ɛ n,5045,527
rings,ˈɹ ɪ ŋ z,5046,527
horn,ˈh ɔ ɹ n,5047,527
button,ˈb ə t ə n,5048,527
grabbed,ˈɡ ɹ æ b d,5049,527
tips,ˈt ɪ p s,5050,527
drag,ˈd ɹ æ ɡ,5051,527
stripped,ˈs t ɹ ɪ p t,5052,527
bow,"ˈb a ʊ ,",5053,527
wheels,"ˈh w i ɫ z ,",5054,527
plates,ˈp ɫ e ɪ t s,5055,527
rolls,ˈɹ o ʊ ɫ z,5056,527
grip,ˈɡ ɹ ɪ p,5057,527
knock,ˈn ɑ k,5058,527
leaf,ˈɫ i f,5059,527
pairs,ˈp ɛ ɹ z,5060,527
keys,ˈk i z,5061,527
angle,ˈæ ŋ ɡ ə ɫ,5062,527
hood,ˈh ʊ d,5063,527
hammer,ˈh æ m ɝ,5064,527
punch,ˈp ə n t ʃ,5065,527
hook,ˈh ʊ k,5066,527
basket,ˈb æ s k ə t,5067,527
grab,ˈɡ ɹ æ b,5068,527
slim,ˈs ɫ ɪ m,5069,527
rounded,"ˈɹ a ʊ n d ə d ,",5070,527
halfway,ˈh æ f ˈw e ɪ,5071,527
snap,ˈs n æ p,5072,527
drill,ˈd ɹ ɪ ɫ,5073,527
pin,ˈp ɪ n,5074,527
stiff,ˈs t ɪ f,5075,527
corners,ˈk ɔ ɹ n ɝ z,5076,527
heels,ˈh i ɫ z,5077,527
sword,ˈs ɔ ɹ d,5078,527
bare,ˈb ɛ ɹ,5079,527
steering,ˈs t ɪ ɹ ɪ ŋ,5080,527
trap,ˈt ɹ æ p,5081,527
tops,ˈt ɑ p s,5082,527
edges,"ˈɛ d ʒ ə z ,",5083,527
mask,ˈm æ s k,5084,527
patch,ˈp æ t ʃ,5085,527
bent,ˈb ɛ n t,5086,527
rotating,ˈɹ o ʊ ˌt e ɪ t ɪ ŋ,5087,527
wrap,ˈɹ æ p,5088,527
wash,ˈw ɑ ʃ,5089,527
pockets,ˈp ɑ k ə t s,5090,527
bounced,ˈb a ʊ n s t,5091,527
blank,ˈb ɫ æ ŋ k,5092,527
sink,ˈs ɪ ŋ k,5093,527
brush,ˈb ɹ ə ʃ,5094,527
